unitid,icon,army,step,datetime,geopos
F11DIAP,11,1,70,1815-06-17T22:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,71,1815-06-17T23:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,72,1815-06-18T00:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,73,1815-06-18T01:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,74,1815-06-18T02:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,75,1815-06-18T03:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,76,1815-06-18T04:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,77,1815-06-18T05:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,78,1815-06-18T06:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,79,1815-06-18T07:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,80,1815-06-18T08:00:00Z,"4.6837, 50.5674"
F11DIAP,11,1,81,1815-06-18T09:00:00Z,"4.6857, 50.579"
F11DIAP,11,1,82,1815-06-18T10:00:00Z,"4.689, 50.5968"
F11DIAP,11,1,83,1815-06-18T11:00:00Z,"4.6917, 50.6095"
F11DIAP,11,1,84,1815-06-18T12:00:00Z,"4.6794, 50.6332"
F11DIAP,11,1,85,1815-06-18T13:00:00Z,"4.6794, 50.6332"
F11DIAP,11,1,86,1815-06-18T14:00:00Z,"4.6794, 50.6332"
F11DIAP,11,1,87,1815-06-18T15:00:00Z,"4.6501, 50.6459"
F11DIAP,11,1,88,1815-06-18T16:00:00Z,"4.6353, 50.6654"
F11DIAP,11,1,89,1815-06-18T17:00:00Z,"4.6165, 50.6937"
F11DIAP,11,1,90,1815-06-18T18:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,91,1815-06-18T19:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,92,1815-06-18T20:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,93,1815-06-18T21:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,94,1815-06-18T22:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,95,1815-06-18T23:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,96,1815-06-19T00:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,97,1815-06-19T01:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,98,1815-06-19T02:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,99,1815-06-19T03:00:00Z,"4.6076, 50.7077"
F11DIAP,11,1,100,1815-06-19T04:00:00Z,"4.6029, 50.7061"
F11DIAP,11,1,101,1815-06-19T05:00:00Z,"4.6029, 50.7061"
F11DIAP,11,1,102,1815-06-19T06:00:00Z,"4.6029, 50.7061"
F11DIAP,11,1,103,1815-06-19T07:00:00Z,"4.6029, 50.7061"
F11DIAP,11,1,104,1815-06-19T08:00:00Z,"4.6029, 50.7061"
F11DIAP,11,1,105,1815-06-19T09:00:00Z,"4.6029, 50.7061"
F11DIAP,11,1,106,1815-06-19T10:00:00Z,"4.6029, 50.7061"
F11DIAP,11,1,107,1815-06-19T11:00:00Z,"4.5851, 50.7117"
F11DIAP,11,1,108,1815-06-19T12:00:00Z,"4.5821, 50.7103"
F11DIAP,11,1,109,1815-06-19T13:00:00Z,"4.5821, 50.7103"
F11DIAP,11,1,110,1815-06-19T14:00:00Z,"4.5821, 50.7103"
F11DIAP,11,1,111,1815-06-19T15:00:00Z,"4.6103, 50.7148"
F11DIAP,11,1,112,1815-06-19T16:00:00Z,"4.6094, 50.7143"
F11DIAP,11,1,113,1815-06-19T17:00:00Z,"4.6273, 50.7047"
F11DIAP,11,1,114,1815-06-19T18:00:00Z,"4.6691, 50.686"
F11DIAP,11,1,115,1815-06-19T19:00:00Z,"4.6672, 50.6739"
F11DIAP,11,1,116,1815-06-19T20:00:00Z,"4.6926, 50.6596"
F11DIAP,11,1,117,1815-06-19T21:00:00Z,"4.7121, 50.6346"
F11DIAP,11,1,118,1815-06-19T22:00:00Z,"4.7155, 50.621"
F11DIAP,11,1,119,1815-06-19T23:00:00Z,"4.7101, 50.6023"
F11DIAP,11,1,120,1815-06-20T00:00:00Z,"4.718, 50.5857"
F11DIAP,11,1,121,1815-06-20T01:00:00Z,"4.7247, 50.5808"
F11DIAP,11,1,122,1815-06-20T02:00:00Z,"4.7247, 50.5808"
F11DIAP,11,1,123,1815-06-20T03:00:00Z,"4.7249, 50.583"
F11DIAP,11,1,124,1815-06-20T04:00:00Z,"4.7247, 50.5808"
F11DIAP,11,1,125,1815-06-20T05:00:00Z,"4.7247, 50.5808"
F11DIAP,11,1,126,1815-06-20T06:00:00Z,"4.7431, 50.5524"
F11DIAP,11,1,127,1815-06-20T07:00:00Z,"4.7401, 50.5329"
F11DIAP,11,1,128,1815-06-20T08:00:00Z,"4.7635, 50.5197"
F11DIAP,11,1,129,1815-06-20T09:00:00Z,"4.7968, 50.4981"
F11DIAP,11,1,130,1815-06-20T10:00:00Z,"4.8107, 50.4823"
F11DIAP,11,1,131,1815-06-20T11:00:00Z,"4.8143, 50.4755"
F11DIAP,11,1,132,1815-06-20T12:00:00Z,"4.8143, 50.4755"
F11DIAP,11,1,133,1815-06-20T13:00:00Z,"4.8143, 50.4755"
F11DIAP,11,1,134,1815-06-20T14:00:00Z,"4.8143, 50.4755"
F11DIAP,11,1,135,1815-06-20T15:00:00Z,"4.8467, 50.4743"
F11DIAP,11,1,136,1815-06-20T16:00:00Z,"4.8612, 50.4643"
F11DIAP,11,1,137,1815-06-20T17:00:00Z,"4.8649, 50.459"
F11DIAP,11,1,138,1815-06-20T18:00:00Z,"4.8619, 50.4564"
F11DIAP,11,1,139,1815-06-20T19:00:00Z,"4.8549, 50.4432"
F11DIAP,11,1,140,1815-06-20T20:00:00Z,"4.864, 50.4243"
F11DIAP,11,1,141,1815-06-20T21:00:00Z,"4.8648, 50.4052"
F11DIAP,11,1,142,1815-06-20T22:00:00Z,"4.8657, 50.3859"
F11DIAP,11,1,143,1815-06-20T23:00:00Z,"4.8687, 50.364"
F11DIAP,11,1,144,1815-06-21T00:00:00Z,"4.8468, 50.3468"
F11DIAP,11,1,145,1815-06-21T01:00:00Z,"4.8595, 50.3271"
F11DIAP,11,1,146,1815-06-21T02:00:00Z,"4.8725, 50.3072"
F11DIAP,11,1,147,1815-06-21T03:00:00Z,"4.8855, 50.2872"
F11DIAP,11,1,148,1815-06-21T04:00:00Z,"4.8961, 50.2728"
F11DIAP,11,1,149,1815-06-21T05:00:00Z,"4.8961, 50.2728"
F11DIAP,11,1,150,1815-06-21T06:00:00Z,"4.8961, 50.2728"
F11DIAP,11,1,151,1815-06-21T07:00:00Z,"4.8952, 50.2723"
F11DIAP,11,1,152,1815-06-21T08:00:00Z,"4.9159, 50.2568"
F11DIAP,11,1,153,1815-06-21T09:00:00Z,"4.8997, 50.2354"
F11DIAP,11,1,154,1815-06-21T10:00:00Z,"4.8945, 50.2181"
F11DIAP,11,1,155,1815-06-21T11:00:00Z,"4.8862, 50.2016"
F11DIAP,11,1,156,1815-06-21T12:00:00Z,"4.8662, 50.1856"
F11DIAP,11,1,157,1815-06-21T13:00:00Z,"4.8461, 50.1696"
F11DIAP,11,1,158,1815-06-21T14:00:00Z,"4.8304, 50.1523"
F11DIAP,11,1,159,1815-06-21T15:00:00Z,"4.8191, 50.1331"
F11DIAP,11,1,160,1815-06-21T16:00:00Z,"4.8193, 50.1353"
F11DIAP,11,1,161,1815-06-21T17:00:00Z,"4.8191, 50.1331"
F11DIAP,11,1,162,1815-06-21T18:00:00Z,"4.8191, 50.1331"
F11DIAP,11,1,163,1815-06-21T19:00:00Z,"4.8191, 50.1331"
F11DIAP,11,1,164,1815-06-21T20:00:00Z,"4.8191, 50.1331"
F11DIAP,11,1,165,1815-06-21T21:00:00Z,"4.8191, 50.1331"
F11DIAP,11,1,166,1815-06-21T22:00:00Z,"4.8191, 50.1331"
F11DIAP,11,1,167,1815-06-21T23:00:00Z,"4.8191, 50.1331"
F11DIAP,11,1,168,1815-06-22T00:00:00Z,"4.8191, 50.1331"
F11RCCui,12,1,41,1815-06-16T17:00:00Z,"4.4484, 50.538"
F11RCCui,12,1,42,1815-06-16T18:00:00Z,"4.4477, 50.5571"
F11RCCui,12,1,43,1815-06-16T19:00:00Z,"4.4518, 50.5621"
F12DC,12,1,0,1815-06-15T00:00:00Z,"4.2821, 50.2241"
F12DC,12,1,1,1815-06-15T01:00:00Z,"4.2821, 50.2241"
F12DC,12,1,2,1815-06-15T02:00:00Z,"4.2821, 50.2241"
F12DC,12,1,3,1815-06-15T03:00:00Z,"4.2821, 50.2241"
F12DC,12,1,4,1815-06-15T04:00:00Z,"4.2821, 50.2241"
F12DC,12,1,5,1815-06-15T05:00:00Z,"4.2821, 50.2241"
F12DC,12,1,6,1815-06-15T06:00:00Z,"4.2821, 50.2241"
F12DC,12,1,7,1815-06-15T07:00:00Z,"4.294, 50.2364"
F12DC,12,1,8,1815-06-15T08:00:00Z,"4.3058, 50.2488"
F12DC,12,1,9,1815-06-15T09:00:00Z,"4.3176, 50.2611"
F12DC,12,1,10,1815-06-15T10:00:00Z,"4.3294, 50.2734"
F12DC,12,1,11,1815-06-15T11:00:00Z,"4.3412, 50.2858"
F12DC,12,1,12,1815-06-15T12:00:00Z,"4.3531, 50.2981"
F12DC,12,1,13,1815-06-15T13:00:00Z,"4.3649, 50.3105"
F12DC,12,1,14,1815-06-15T14:00:00Z,"4.3767, 50.3228"
F12DC,12,1,15,1815-06-15T15:00:00Z,"4.3885, 50.3351"
F12DC,12,1,16,1815-06-15T16:00:00Z,"4.4003, 50.3475"
F12DC,12,1,17,1815-06-15T17:00:00Z,"4.4122, 50.3598"
F12DC,12,1,18,1815-06-15T18:00:00Z,"4.424, 50.3722"
F12DC,12,1,19,1815-06-15T19:00:00Z,"4.4358, 50.3845"
F12DC,12,1,20,1815-06-15T20:00:00Z,"4.4476, 50.3958"
F12DC,12,1,21,1815-06-15T21:00:00Z,"4.4476, 50.3958"
F12DC,12,1,22,1815-06-15T22:00:00Z,"4.4476, 50.3958"
F12DC,12,1,23,1815-06-15T23:00:00Z,"4.4476, 50.3958"
F12DC,12,1,24,1815-06-16T00:00:00Z,"4.4476, 50.3958"
F12DC,12,1,25,1815-06-16T01:00:00Z,"4.4476, 50.3958"
F12DC,12,1,26,1815-06-16T02:00:00Z,"4.4476, 50.3958"
F12DC,12,1,27,1815-06-16T03:00:00Z,"4.4476, 50.3958"
F12DC,12,1,28,1815-06-16T04:00:00Z,"4.4476, 50.3958"
F12DC,12,1,29,1815-06-16T05:00:00Z,"4.4476, 50.3958"
F12DC,12,1,30,1815-06-16T06:00:00Z,"4.4476, 50.3958"
F12DC,12,1,31,1815-06-16T07:00:00Z,"4.4476, 50.3958"
F12DC,12,1,32,1815-06-16T08:00:00Z,"4.4476, 50.3958"
F12DC,12,1,33,1815-06-16T09:00:00Z,"4.4476, 50.3958"
F12DC,12,1,34,1815-06-16T10:00:00Z,"4.4476, 50.3958"
F12DC,12,1,35,1815-06-16T11:00:00Z,"4.4476, 50.3968"
F12DC,12,1,36,1815-06-16T12:00:00Z,"4.4417, 50.4087"
F12DC,12,1,37,1815-06-16T13:00:00Z,"4.4451, 50.4124"
F12DC,12,1,38,1815-06-16T14:00:00Z,"4.443, 50.4346"
F12DC,12,1,39,1815-06-16T15:00:00Z,"4.4312, 50.4743"
F12DC,12,1,40,1815-06-16T16:00:00Z,"4.4194, 50.5131"
F12DC,12,1,41,1815-06-16T17:00:00Z,"4.4194, 50.5131"
F12DC,12,1,42,1815-06-16T18:00:00Z,"4.4194, 50.5131"
F12DC,12,1,43,1815-06-16T19:00:00Z,"4.4194, 50.5131"
F12DC,12,1,44,1815-06-16T20:00:00Z,"4.4336, 50.5314"
F12DC,12,1,45,1815-06-16T21:00:00Z,"4.4336, 50.5314"
F12DC,12,1,46,1815-06-16T22:00:00Z,"4.4336, 50.5314"
F12DC,12,1,47,1815-06-16T23:00:00Z,"4.4336, 50.5314"
F12DC,12,1,48,1815-06-17T00:00:00Z,"4.4336, 50.5314"
F12DC,12,1,49,1815-06-17T01:00:00Z,"4.4336, 50.5314"
F12DC,12,1,50,1815-06-17T02:00:00Z,"4.4336, 50.5314"
F12DC,12,1,51,1815-06-17T03:00:00Z,"4.4336, 50.5314"
F12DC,12,1,52,1815-06-17T04:00:00Z,"4.4336, 50.5314"
F12DC,12,1,53,1815-06-17T05:00:00Z,"4.4336, 50.5314"
F12DC,12,1,54,1815-06-17T06:00:00Z,"4.4336, 50.5314"
F12DC,12,1,55,1815-06-17T07:00:00Z,"4.4336, 50.5314"
F12DC,12,1,56,1815-06-17T08:00:00Z,"4.4336, 50.5314"
F12DC,12,1,57,1815-06-17T09:00:00Z,"4.4336, 50.5314"
F12DC,12,1,58,1815-06-17T10:00:00Z,"4.4336, 50.5314"
F12DC,12,1,59,1815-06-17T11:00:00Z,"4.4336, 50.5314"
F12DC,12,1,60,1815-06-17T12:00:00Z,"4.4336, 50.5314"
F12DC,12,1,61,1815-06-17T13:00:00Z,"4.4336, 50.5314"
F12DC,12,1,62,1815-06-17T14:00:00Z,"4.4336, 50.5314"
F12DC,12,1,63,1815-06-17T15:00:00Z,"4.4336, 50.5314"
F12DC,12,1,64,1815-06-17T16:00:00Z,"4.4336, 50.5314"
F12DC,12,1,65,1815-06-17T17:00:00Z,"4.4336, 50.5314"
F12DC,12,1,66,1815-06-17T18:00:00Z,"4.4436, 50.551"
F12DC,12,1,67,1815-06-17T19:00:00Z,"4.4501, 50.5743"
F12DC,12,1,68,1815-06-17T20:00:00Z,"4.4391, 50.6045"
F12DC,12,1,69,1815-06-17T21:00:00Z,"4.4367, 50.6096"
F12DC,12,1,70,1815-06-17T22:00:00Z,"4.4367, 50.6096"
F12DC,12,1,71,1815-06-17T23:00:00Z,"4.4367, 50.6096"
F12DC,12,1,72,1815-06-18T00:00:00Z,"4.4367, 50.6096"
F12DC,12,1,73,1815-06-18T01:00:00Z,"4.4367, 50.6096"
F12DC,12,1,74,1815-06-18T02:00:00Z,"4.4367, 50.6096"
F12DC,12,1,75,1815-06-18T03:00:00Z,"4.4367, 50.6096"
F12DC,12,1,76,1815-06-18T04:00:00Z,"4.4367, 50.6096"
F12DC,12,1,77,1815-06-18T05:00:00Z,"4.4309, 50.6184"
F12DC,12,1,78,1815-06-18T06:00:00Z,"4.4251, 50.6272"
F12DC,12,1,79,1815-06-18T07:00:00Z,"4.4193, 50.6361"
F12DC,12,1,80,1815-06-18T08:00:00Z,"4.4134, 50.6449"
F12DC,12,1,81,1815-06-18T09:00:00Z,"4.4076, 50.6537"
F12DC,12,1,82,1815-06-18T10:00:00Z,"4.4018, 50.6625"
F12DC,12,1,83,1815-06-18T11:00:00Z,"4.4018, 50.6625"
F12DC,12,1,84,1815-06-18T12:00:00Z,"4.4018, 50.6625"
F12DC,12,1,85,1815-06-18T13:00:00Z,"4.4018, 50.6625"
F12DC,12,1,86,1815-06-18T14:00:00Z,"4.4018, 50.6625"
F12DC,12,1,87,1815-06-18T15:00:00Z,"4.4018, 50.6625"
F12DC,12,1,88,1815-06-18T16:00:00Z,"4.4011, 50.6727"
F12DC,12,1,89,1815-06-18T17:00:00Z,"4.3956, 50.6763"
F12DC,12,1,90,1815-06-18T18:00:00Z,"4.3956, 50.6763"
F12DI,15,1,0,1815-06-15T00:00:00Z,"4.6011, 50.2534"
F12DI,15,1,1,1815-06-15T01:00:00Z,"4.6011, 50.2534"
F12DI,15,1,2,1815-06-15T02:00:00Z,"4.6011, 50.2534"
F12DI,15,1,3,1815-06-15T03:00:00Z,"4.6011, 50.2534"
F12DI,15,1,4,1815-06-15T04:00:00Z,"4.5966, 50.2619"
F12DI,15,1,5,1815-06-15T05:00:00Z,"4.592, 50.2704"
F12DI,15,1,6,1815-06-15T06:00:00Z,"4.5875, 50.2789"
F12DI,15,1,7,1815-06-15T07:00:00Z,"4.583, 50.2873"
F12DI,15,1,8,1815-06-15T08:00:00Z,"4.5785, 50.2958"
F12DI,15,1,9,1815-06-15T09:00:00Z,"4.574, 50.3043"
F12DI,15,1,10,1815-06-15T10:00:00Z,"4.5694, 50.3128"
F12DI,15,1,11,1815-06-15T11:00:00Z,"4.5649, 50.3213"
F12DI,15,1,12,1815-06-15T12:00:00Z,"4.5604, 50.3298"
F12DI,15,1,13,1815-06-15T13:00:00Z,"4.5559, 50.3383"
F12DI,15,1,14,1815-06-15T14:00:00Z,"4.5514, 50.3467"
F12DI,15,1,15,1815-06-15T15:00:00Z,"4.5468, 50.3552"
F12DI,15,1,16,1815-06-15T16:00:00Z,"4.5423, 50.3637"
F12DI,15,1,17,1815-06-15T17:00:00Z,"4.5378, 50.3722"
F12DI,15,1,18,1815-06-15T18:00:00Z,"4.5333, 50.3807"
F12DI,15,1,19,1815-06-15T19:00:00Z,"4.5288, 50.3892"
F12DI,15,1,20,1815-06-15T20:00:00Z,"4.5242, 50.3977"
F12DI,15,1,21,1815-06-15T21:00:00Z,"4.5197, 50.4061"
F12DI,15,1,22,1815-06-15T22:00:00Z,"4.5197, 50.4061"
F12DI,15,1,23,1815-06-15T23:00:00Z,"4.5197, 50.4061"
F12DI,15,1,24,1815-06-16T00:00:00Z,"4.5197, 50.4061"
F12DI,15,1,25,1815-06-16T01:00:00Z,"4.5197, 50.4061"
F12DI,15,1,26,1815-06-16T02:00:00Z,"4.5197, 50.4061"
F12DI,15,1,27,1815-06-16T03:00:00Z,"4.5197, 50.4061"
F12DI,15,1,28,1815-06-16T04:00:00Z,"4.5197, 50.4061"
F12DI,15,1,29,1815-06-16T05:00:00Z,"4.5197, 50.4061"
F12DI,15,1,30,1815-06-16T06:00:00Z,"4.5197, 50.4061"
F12DI,15,1,31,1815-06-16T07:00:00Z,"4.5197, 50.4061"
F12DI,15,1,32,1815-06-16T08:00:00Z,"4.5197, 50.4061"
F12DI,15,1,33,1815-06-16T09:00:00Z,"4.5197, 50.4061"
F12DI,15,1,34,1815-06-16T10:00:00Z,"4.5197, 50.4061"
F12DI,15,1,35,1815-06-16T11:00:00Z,"4.5185, 50.4149"
F12DI,15,1,36,1815-06-16T12:00:00Z,"4.5288, 50.4411"
F12DI,15,1,37,1815-06-16T13:00:00Z,"4.5594, 50.4674"
F12DI,15,1,38,1815-06-16T14:00:00Z,"4.5701, 50.4829"
F12DI1B,15,1,39,1815-06-16T15:00:00Z,"4.5827, 50.5069"
F12DI1B,15,1,40,1815-06-16T16:00:00Z,"4.5804, 50.515"
F12DI1B,15,1,41,1815-06-16T17:00:00Z,"4.5804, 50.515"
F12DI1B,15,1,42,1815-06-16T18:00:00Z,"4.5804, 50.515"
F12DI1B,15,1,43,1815-06-16T19:00:00Z,"4.5804, 50.515"
F12DI1B,15,1,44,1815-06-16T20:00:00Z,"4.5804, 50.515"
F12DI1B,15,1,45,1815-06-16T21:00:00Z,"4.5687, 50.5173"
F12DI1B,15,1,46,1815-06-16T22:00:00Z,"4.5672, 50.5186"
F12DI1B,15,1,47,1815-06-16T23:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,48,1815-06-17T00:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,49,1815-06-17T01:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,50,1815-06-17T02:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,51,1815-06-17T03:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,52,1815-06-17T04:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,53,1815-06-17T05:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,54,1815-06-17T06:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,55,1815-06-17T07:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,56,1815-06-17T08:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,57,1815-06-17T09:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,58,1815-06-17T10:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,59,1815-06-17T11:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,60,1815-06-17T12:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,61,1815-06-17T13:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,62,1815-06-17T14:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,63,1815-06-17T15:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,64,1815-06-17T16:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,65,1815-06-17T17:00:00Z,"4.5641, 50.5212"
F12DI1B,15,1,66,1815-06-17T18:00:00Z,"4.6328, 50.529"
F12DI1B,15,1,67,1815-06-17T19:00:00Z,"4.6482, 50.5397"
F12DI1B,15,1,68,1815-06-17T20:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,69,1815-06-17T21:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,70,1815-06-17T22:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,71,1815-06-17T23:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,72,1815-06-18T00:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,73,1815-06-18T01:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,74,1815-06-18T02:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,75,1815-06-18T03:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,76,1815-06-18T04:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,77,1815-06-18T05:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,78,1815-06-18T06:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,79,1815-06-18T07:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,80,1815-06-18T08:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,81,1815-06-18T09:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,82,1815-06-18T10:00:00Z,"4.6637, 50.5504"
F12DI1B,15,1,83,1815-06-18T11:00:00Z,"4.689, 50.5978"
F12DI1B,15,1,84,1815-06-18T12:00:00Z,"4.6917, 50.6105"
F12DI1B,15,1,85,1815-06-18T13:00:00Z,"4.6931, 50.6168"
F12DI1B,15,1,86,1815-06-18T14:00:00Z,"4.6824, 50.6313"
F12DI1B,15,1,87,1815-06-18T15:00:00Z,"4.6717, 50.6458"
F12DI1B,15,1,88,1815-06-18T16:00:00Z,"4.6468, 50.6631"
F12DI1B,15,1,89,1815-06-18T17:00:00Z,"4.6182, 50.6814"
F12DI1B,15,1,90,1815-06-18T18:00:00Z,"4.6083, 50.701"
F12DI1B,15,1,91,1815-06-18T19:00:00Z,"4.6083, 50.701"
F12DI1B,15,1,92,1815-06-18T20:00:00Z,"4.5897, 50.6978"
F12DI1B,15,1,93,1815-06-18T21:00:00Z,"4.5747, 50.6963"
F12DI1B,15,1,94,1815-06-18T22:00:00Z,"4.5715, 50.7029"
F12DI1B,15,1,95,1815-06-18T23:00:00Z,"4.5715, 50.7029"
F12DI1B,15,1,96,1815-06-19T00:00:00Z,"4.5715, 50.7029"
F12DI1B,15,1,97,1815-06-19T01:00:00Z,"4.5715, 50.7029"
F12DI1B,15,1,98,1815-06-19T02:00:00Z,"4.5715, 50.7029"
F12DI1B,15,1,99,1815-06-19T03:00:00Z,"4.571, 50.7069"
F12DI1B,15,1,100,1815-06-19T04:00:00Z,"4.571, 50.7069"
F12DI1B,15,1,101,1815-06-19T05:00:00Z,"4.5726, 50.7091"
F12DI1B,15,1,102,1815-06-19T06:00:00Z,"4.5726, 50.7091"
F12DI1B,15,1,103,1815-06-19T07:00:00Z,"4.5717, 50.7109"
F12DI1B,15,1,104,1815-06-19T08:00:00Z,"4.5717, 50.7109"
F12DI1B,15,1,105,1815-06-19T09:00:00Z,"4.5738, 50.7175"
F12DI1B,15,1,106,1815-06-19T10:00:00Z,"4.5709, 50.7161"
F12DI1B,15,1,107,1815-06-19T11:00:00Z,"4.5773, 50.726"
F12DI1B,15,1,108,1815-06-19T12:00:00Z,"4.5773, 50.726"
F12DI1B,15,1,109,1815-06-19T13:00:00Z,"4.5755, 50.6948"
F12DI1B,15,1,110,1815-06-19T14:00:00Z,"4.6171, 50.68"
F12DI1B,15,1,111,1815-06-19T15:00:00Z,"4.6318, 50.6582"
F12DI1B,15,1,112,1815-06-19T16:00:00Z,"4.6501, 50.632"
F12DI1B,15,1,113,1815-06-19T17:00:00Z,"4.677, 50.609"
F12DI1B,15,1,114,1815-06-19T18:00:00Z,"4.6783, 50.5907"
F12DI1B,15,1,115,1815-06-19T19:00:00Z,"4.687, 50.5713"
F12DI1B,15,1,116,1815-06-19T20:00:00Z,"4.6978, 50.555"
F12DI1B,15,1,117,1815-06-19T21:00:00Z,"4.711, 50.5416"
F12DI1B,15,1,118,1815-06-19T22:00:00Z,"4.7215, 50.5207"
F12DI1B,15,1,119,1815-06-19T23:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,120,1815-06-20T00:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,121,1815-06-20T01:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,122,1815-06-20T02:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,123,1815-06-20T03:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,124,1815-06-20T04:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,125,1815-06-20T05:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,126,1815-06-20T06:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,127,1815-06-20T07:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,128,1815-06-20T08:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,129,1815-06-20T09:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,130,1815-06-20T10:00:00Z,"4.7198, 50.4986"
F12DI1B,15,1,131,1815-06-20T11:00:00Z,"4.7533, 50.4909"
F12DI1B,15,1,132,1815-06-20T12:00:00Z,"4.7706, 50.4875"
F12DI1B,15,1,133,1815-06-20T13:00:00Z,"4.8053, 50.4787"
F12DI1B,15,1,134,1815-06-20T14:00:00Z,"4.8475, 50.4758"
F12DI1B,15,1,135,1815-06-20T15:00:00Z,"4.8612, 50.4653"
F12DI1B,15,1,136,1815-06-20T16:00:00Z,"4.8649, 50.459"
F12DI1B,15,1,137,1815-06-20T17:00:00Z,"4.8585, 50.4509"
F12DI1B,15,1,138,1815-06-20T18:00:00Z,"4.8593, 50.4349"
F12DI1B,15,1,139,1815-06-20T19:00:00Z,"4.8644, 50.4159"
F12DI1B,15,1,140,1815-06-20T20:00:00Z,"4.8653, 50.3965"
F12DI1B,15,1,141,1815-06-20T21:00:00Z,"4.8662, 50.3772"
F12DI1B,15,1,142,1815-06-20T22:00:00Z,"4.8645, 50.3561"
F12DI1B,15,1,143,1815-06-20T23:00:00Z,"4.85, 50.3428"
F12DI1B,15,1,144,1815-06-21T00:00:00Z,"4.8639, 50.3214"
F12DI1B,15,1,145,1815-06-21T01:00:00Z,"4.8778, 50.3"
F12DI1B,15,1,146,1815-06-21T02:00:00Z,"4.8917, 50.2786"
F12DI1B,15,1,147,1815-06-21T03:00:00Z,"4.9116, 50.2612"
F12DI1B,15,1,148,1815-06-21T04:00:00Z,"4.9116, 50.2612"
F12DI1B,15,1,149,1815-06-21T05:00:00Z,"4.9116, 50.2612"
F12DI1B,15,1,150,1815-06-21T06:00:00Z,"4.9116, 50.2612"
F12DI1B,15,1,151,1815-06-21T07:00:00Z,"4.9077, 50.2448"
F12DI1B,15,1,152,1815-06-21T08:00:00Z,"4.897, 50.2275"
F12DI1B,15,1,153,1815-06-21T09:00:00Z,"4.8919, 50.2104"
F12DI1B,15,1,154,1815-06-21T10:00:00Z,"4.8759, 50.1944"
